Folder,Name,Accuracy
1,C:100 gamma:auto,0.5773195876288659
1,C:10 gamma:auto,0.5807560137457045
1,C:100 gamma:scale,0.5956471935853379
1,C:100 gamma:0.01,0.5830469644902635
1,C:10 gamma:0.01,0.5784650630011455
1,C:10 gamma:scale,0.5922107674684994
1,C:1.0 gamma:0.01,0.6185567010309279
1,C:1.0 gamma:auto,0.6002290950744559
1,C:100 gamma:0.001,0.5647193585337915
1,C:1.0 gamma:scale,0.6036655211912944
1,C:10 gamma:0.001,0.56815578465063
1,C:100 gamma:0.0001,0.56815578465063
1,C:1.0 gamma:0.1,0.5738831615120275
1,C:100 gamma:0.1,0.565864833906071
1,C:10 gamma:0.1,0.5670103092783505
1,C:0.1 gamma:scale,0.6391752577319587
1,C:0.1 gamma:auto,0.6414662084765178
1,C:0.1 gamma:0.01,0.5967926689576174
1,C:1.0 gamma:0.001,0.5715922107674685
1,C:10 gamma:0.0001,0.572737686139748
2,C:100 gamma:auto,0.5225225225225225
1,C:0.1 gamma:0.1,0.5097365406643757
1,C:0.01 gamma:0.01,0.40778923253150057
1,C:0.1 gamma:0.001,0.4570446735395189
1,C:1.0 gamma:0.0001,0.44788087056128295
1,C:0.01 gamma:auto,0.48911798396334477
1,C:0.01 gamma:scale,0.4627720504009164
1,C:0.1 gamma:0.0001,0.1156930126002291
1,C:0.01 gamma:0.0001,0.10996563573883161
1,C:0.01 gamma:0.1,0.21649484536082475
1,C:0.01 gamma:0.001,0.10996563573883161
1,C:0.1 gamma:1.0,0.12027491408934708
1,C:0.01 gamma:1.0,0.10996563573883161
1,C:1.0 gamma:1.0,0.15349369988545247
1,C:10 gamma:1.0,0.15463917525773196
1,C:100 gamma:1.0,0.15463917525773196
2,C:10 gamma:auto,0.545045045045045
2,C:100 gamma:0.01,0.545045045045045
2,C:10 gamma:0.01,0.5788288288288288
2,C:100 gamma:scale,0.5180180180180181
2,C:10 gamma:scale,0.5337837837837838
2,C:1.0 gamma:auto,0.6058558558558559
2,C:100 gamma:0.001,0.5168918918918919
2,C:1.0 gamma:0.01,0.5551801801801802
2,C:1.0 gamma:scale,0.6013513513513513
3,C:100 gamma:auto,0.5545945945945946
2,C:10 gamma:0.001,0.5045045045045045
2,C:100 gamma:0.0001,0.48761261261261263
2,C:10 gamma:0.1,0.5056306306306306
2,C:100 gamma:0.1,0.5056306306306306
2,C:1.0 gamma:0.1,0.5709459459459459
2,C:1.0 gamma:0.001,0.4988738738738739
2,C:0.1 gamma:scale,0.5551801801801802
2,C:0.1 gamma:auto,0.5641891891891891
2,C:10 gamma:0.0001,0.49324324324324326
2,C:0.1 gamma:0.01,0.545045045045045
3,C:10 gamma:auto,0.5459459459459459
2,C:0.1 gamma:0.1,0.4954954954954955
2,C:0.01 gamma:auto,0.40765765765765766
2,C:1.0 gamma:0.0001,0.3783783783783784
3,C:100 gamma:0.01,0.52
2,C:0.01 gamma:scale,0.41216216216216217
2,C:0.01 gamma:0.0001,0.25563063063063063
2,C:0.01 gamma:0.001,0.2747747747747748
3,C:100 gamma:scale,0.5675675675675675
3,C:10 gamma:0.01,0.5254054054054054
3,C:10 gamma:scale,0.5610810810810811
3,C:1.0 gamma:auto,0.5524324324324325
3,C:100 gamma:0.001,0.5405405405405406
3,C:1.0 gamma:scale,0.5524324324324325
4,C:100 gamma:auto,0.5414141414141415
3,C:100 gamma:0.0001,0.5286486486486487
2,C:10 gamma:1.0,0.19144144144144143
2,C:0.1 gamma:0.001,0.3761261261261261
2,C:0.01 gamma:0.01,0.36486486486486486
3,C:1.0 gamma:0.01,0.5286486486486487
2,C:0.1 gamma:0.0001,0.25563063063063063
2,C:0.01 gamma:1.0,0.13063063063063063
3,C:10 gamma:0.001,0.5297297297297298
2,C:0.01 gamma:0.1,0.3344594594594595
2,C:0.1 gamma:1.0,0.13175675675675674
2,C:100 gamma:1.0,0.19144144144144143
3,C:100 gamma:0.1,0.532972972972973
2,C:1.0 gamma:1.0,0.19256756756756757
3,C:10 gamma:0.1,0.5416216216216216
3,C:1.0 gamma:0.1,0.5394594594594595
3,C:1.0 gamma:0.001,0.5178378378378379
3,C:0.1 gamma:scale,0.5113513513513513
3,C:0.1 gamma:auto,0.5254054054054054
4,C:10 gamma:auto,0.604040404040404
3,C:10 gamma:0.0001,0.5091891891891892
3,C:0.1 gamma:0.01,0.5491891891891892
4,C:100 gamma:0.01,0.5676767676767677
4,C:100 gamma:scale,0.5515151515151515
4,C:10 gamma:scale,0.592929292929293
4,C:10 gamma:0.01,0.5949494949494949
5,C:100 gamma:auto,0.6591880341880342
4,C:1.0 gamma:auto,0.6
4,C:100 gamma:0.001,0.5666666666666667
4,C:1.0 gamma:scale,0.5969696969696969
3,C:0.1 gamma:0.1,0.4681081081081081
5,C:10 gamma:auto,0.6517094017094017
4,C:1.0 gamma:0.01,0.5555555555555556
4,C:100 gamma:0.0001,0.5282828282828282
4,C:10 gamma:0.001,0.5383838383838384
4,C:1.0 gamma:0.1,0.5717171717171717
4,C:100 gamma:0.1,0.5545454545454546
4,C:10 gamma:0.1,0.5696969696969697
3,C:1.0 gamma:0.0001,0.3708108108108108
4,C:0.1 gamma:scale,0.5595959595959596
5,C:100 gamma:0.01,0.6356837606837606
3,C:0.01 gamma:auto,0.39135135135135135
4,C:0.1 gamma:auto,0.5636363636363636
4,C:1.0 gamma:0.001,0.5353535353535354
4,C:10 gamma:0.0001,0.5323232323232323
4,C:0.1 gamma:0.01,0.5303030303030303
3,C:0.1 gamma:0.001,0.35783783783783785
3,C:0.01 gamma:scale,0.38054054054054054
3,C:0.01 gamma:0.001,0.2616216216216216
3,C:0.01 gamma:0.01,0.30594594594594593
3,C:0.01 gamma:0.0001,0.2508108108108108
3,C:0.1 gamma:0.0001,0.2508108108108108
3,C:0.01 gamma:0.1,0.252972972972973
3,C:0.01 gamma:1.0,0.11027027027027027
3,C:0.1 gamma:1.0,0.11027027027027027
3,C:10 gamma:1.0,0.18594594594594593
3,C:1.0 gamma:1.0,0.1772972972972973
3,C:100 gamma:1.0,0.18594594594594593
5,C:100 gamma:scale,0.6591880341880342
5,C:10 gamma:scale,0.6549145299145299
6,C:100 gamma:auto,0.5479951397326853
5,C:1.0 gamma:auto,0.6506410256410257
5,C:10 gamma:0.01,0.6420940170940171
6,C:10 gamma:auto,0.5479951397326853
5,C:100 gamma:0.001,0.5982905982905983
5,C:1.0 gamma:0.01,0.5897435897435898
5,C:1.0 gamma:scale,0.6549145299145299
6,C:100 gamma:0.01,0.534629404617254
5,C:10 gamma:0.001,0.5651709401709402
5,C:100 gamma:0.0001,0.5587606837606838
5,C:100 gamma:0.1,0.6282051282051282
5,C:10 gamma:0.1,0.6271367521367521
5,C:1.0 gamma:0.1,0.6153846153846154
5,C:0.1 gamma:scale,0.5833333333333334
5,C:0.1 gamma:auto,0.5758547008547008
5,C:0.1 gamma:0.01,0.5641025641025641
5,C:10 gamma:0.0001,0.5459401709401709
4,C:0.1 gamma:0.1,0.5171717171717172
6,C:100 gamma:scale,0.5455650060753341
6,C:10 gamma:scale,0.5419198055893074
5,C:1.0 gamma:0.001,0.5459401709401709
4,C:1.0 gamma:0.0001,0.3282828282828283
4,C:0.01 gamma:auto,0.3111111111111111
4,C:0.01 gamma:scale,0.31414141414141417
4,C:0.01 gamma:0.01,0.25656565656565655
4,C:0.1 gamma:0.001,0.31313131313131315
4,C:0.01 gamma:0.1,0.2080808080808081
4,C:0.01 gamma:0.0001,0.2292929292929293
4,C:0.1 gamma:0.0001,0.2292929292929293
7,C:100 gamma:auto,0.616945107398568
4,C:0.01 gamma:1.0,0.11212121212121212
4,C:100 gamma:1.0,0.18181818181818182
4,C:0.01 gamma:0.001,0.23939393939393938
4,C:0.1 gamma:1.0,0.11212121212121212
4,C:10 gamma:1.0,0.18181818181818182
6,C:1.0 gamma:auto,0.5759416767922235
4,C:1.0 gamma:1.0,0.17373737373737375
7,C:10 gamma:auto,0.6336515513126492
6,C:10 gamma:0.01,0.5552855407047388
6,C:100 gamma:0.001,0.5479951397326853
6,C:1.0 gamma:scale,0.5662211421628189
6,C:1.0 gamma:0.01,0.5382746051032807
7,C:100 gamma:0.01,0.6324582338902148
6,C:10 gamma:0.001,0.5103280680437424
7,C:10 gamma:scale,0.6443914081145584
7,C:100 gamma:scale,0.6229116945107399
8,C:100 gamma:auto,0.5421836228287841
6,C:100 gamma:0.0001,0.4957472660996355
7,C:10 gamma:0.01,0.639618138424821
6,C:100 gamma:0.1,0.5321992709599028
6,C:10 gamma:0.1,0.5358444714459295
7,C:1.0 gamma:auto,0.6157517899761337
6,C:1.0 gamma:0.1,0.534629404617254
6,C:0.1 gamma:scale,0.4775212636695018
8,C:10 gamma:auto,0.5818858560794045
6,C:0.1 gamma:auto,0.4848116646415553
6,C:10 gamma:0.0001,0.43256379100850545
6,C:0.1 gamma:0.01,0.4556500607533414
6,C:1.0 gamma:0.001,0.4349939246658566
5,C:0.1 gamma:0.1,0.5277777777777778
5,C:0.1 gamma:0.001,0.41239316239316237
5,C:1.0 gamma:0.0001,0.41773504273504275
5,C:0.01 gamma:0.01,0.3482905982905983
5,C:0.01 gamma:auto,0.38995726495726496
5,C:0.01 gamma:scale,0.34935897435897434
5,C:0.01 gamma:0.001,0.2564102564102564
5,C:0.01 gamma:0.0001,0.24572649572649571
5,C:0.1 gamma:0.0001,0.24572649572649571
5,C:0.01 gamma:0.1,0.2553418803418803
5,C:0.01 gamma:1.0,0.10790598290598291
5,C:0.1 gamma:1.0,0.10790598290598291
5,C:10 gamma:1.0,0.1794871794871795
5,C:100 gamma:1.0,0.1794871794871795
5,C:1.0 gamma:1.0,0.17307692307692307
7,C:100 gamma:0.001,0.5787589498806682
8,C:100 gamma:0.01,0.598014888337469
8,C:10 gamma:scale,0.575682382133995
9,C:100 gamma:auto,0.6262254901960784
7,C:1.0 gamma:scale,0.6312649164677804
8,C:100 gamma:scale,0.5409429280397022
9,C:10 gamma:auto,0.6397058823529411
8,C:10 gamma:0.01,0.598014888337469
7,C:1.0 gamma:0.01,0.5608591885441527
8,C:1.0 gamma:auto,0.5905707196029777
7,C:10 gamma:0.001,0.5918854415274463
9,C:10 gamma:scale,0.6556372549019608
7,C:100 gamma:0.0001,0.5978520286396182
7,C:100 gamma:0.1,0.6014319809069213
9,C:100 gamma:0.01,0.6262254901960784
7,C:1.0 gamma:0.1,0.6062052505966588
10,C:100 gamma:auto,0.6714456391875747
8,C:100 gamma:0.001,0.5843672456575683
7,C:10 gamma:0.1,0.6050119331742243
7,C:0.1 gamma:auto,0.5835322195704057
7,C:0.1 gamma:scale,0.5644391408114559
7,C:10 gamma:0.0001,0.5238663484486874
7,C:1.0 gamma:0.001,0.5310262529832935
7,C:0.1 gamma:0.01,0.5763723150357996
6,C:0.1 gamma:0.1,0.43863912515188336
8,C:1.0 gamma:scale,0.6004962779156328
6,C:1.0 gamma:0.0001,0.3718104495747266
6,C:0.1 gamma:0.001,0.3888213851761847
6,C:0.01 gamma:auto,0.4094775212636695
6,C:0.01 gamma:scale,0.39003645200486026
6,C:0.01 gamma:0.01,0.3560145808019441
6,C:0.01 gamma:0.1,0.1968408262454435
6,C:0.01 gamma:0.0001,0.08262454434993925
6,C:0.01 gamma:0.001,0.08262454434993925
6,C:0.1 gamma:0.0001,0.08262454434993925
6,C:0.1 gamma:1.0,0.08262454434993925
6,C:0.01 gamma:1.0,0.08262454434993925
6,C:100 gamma:1.0,0.20413122721749696
6,C:1.0 gamma:1.0,0.19927095990279464
6,C:10 gamma:1.0,0.20413122721749696
10,C:10 gamma:auto,0.7216248506571087
9,C:100 gamma:scale,0.6458333333333334
9,C:10 gamma:0.01,0.6580882352941176
10,C:100 gamma:0.01,0.6929510155316607
9,C:1.0 gamma:auto,0.6654411764705882
10,C:10 gamma:scale,0.7311827956989247
9,C:100 gamma:0.001,0.6225490196078431
8,C:1.0 gamma:0.01,0.5794044665012407
8,C:1.0 gamma:0.1,0.5521091811414393
9,C:1.0 gamma:scale,0.6666666666666666
8,C:10 gamma:0.001,0.6153846153846154
8,C:10 gamma:0.1,0.5496277915632755
8,C:100 gamma:0.1,0.5483870967741935
8,C:100 gamma:0.0001,0.5942928039702233
8,C:0.1 gamma:scale,0.532258064516129
8,C:0.1 gamma:auto,0.56575682382134
8,C:1.0 gamma:0.001,0.5905707196029777
8,C:10 gamma:0.0001,0.5942928039702233
8,C:0.1 gamma:0.01,0.5818858560794045
7,C:0.1 gamma:0.1,0.5035799522673031
7,C:1.0 gamma:0.0001,0.39498806682577564
7,C:0.1 gamma:0.001,0.38663484486873506
7,C:0.01 gamma:scale,0.42840095465393796
7,C:0.01 gamma:auto,0.42601431980906923
7,C:0.01 gamma:0.1,0.24821002386634844
7,C:0.01 gamma:0.01,0.36515513126491644
7,C:0.01 gamma:0.0001,0.09069212410501193
10,C:100 gamma:scale,0.6869772998805257
7,C:0.1 gamma:0.0001,0.09069212410501193
7,C:0.01 gamma:0.001,0.09069212410501193
7,C:0.01 gamma:1.0,0.09069212410501193
7,C:0.1 gamma:1.0,0.10381861575178998
7,C:10 gamma:1.0,0.22315035799522673
7,C:1.0 gamma:1.0,0.2159904534606205
7,C:100 gamma:1.0,0.22315035799522673
10,C:10 gamma:0.01,0.7072879330943848
10,C:1.0 gamma:auto,0.7168458781362007
10,C:100 gamma:0.001,0.6810035842293907
10,C:1.0 gamma:scale,0.7216248506571087
9,C:1.0 gamma:0.01,0.633578431372549
9,C:10 gamma:0.001,0.5882352941176471
9,C:100 gamma:0.1,0.6348039215686274
9,C:100 gamma:0.0001,0.5698529411764706
9,C:10 gamma:0.1,0.6360294117647058
9,C:1.0 gamma:0.1,0.6458333333333334
9,C:0.1 gamma:auto,0.6017156862745098
9,C:0.1 gamma:scale,0.616421568627451
9,C:1.0 gamma:0.001,0.5220588235294118
9,C:0.1 gamma:0.01,0.5563725490196079
9,C:10 gamma:0.0001,0.5110294117647058
8,C:0.1 gamma:0.1,0.5186104218362283
10,C:1.0 gamma:0.01,0.6654719235364397
8,C:1.0 gamma:0.0001,0.47022332506203474
8,C:0.01 gamma:auto,0.4441687344913151
8,C:0.1 gamma:0.001,0.4627791563275434
8,C:0.01 gamma:scale,0.4143920595533499
8,C:0.01 gamma:0.01,0.4143920595533499
8,C:0.01 gamma:0.1,0.2990074441687345
8,C:0.1 gamma:0.0001,0.0967741935483871
8,C:0.01 gamma:0.001,0.0967741935483871
8,C:0.01 gamma:0.0001,0.0967741935483871
8,C:0.01 gamma:1.0,0.0967741935483871
10,C:10 gamma:0.001,0.6606929510155317
8,C:0.1 gamma:1.0,0.0967741935483871
10,C:100 gamma:0.0001,0.6236559139784946
10,C:100 gamma:0.1,0.6881720430107527
8,C:100 gamma:1.0,0.16253101736972705
8,C:1.0 gamma:1.0,0.1588089330024814
10,C:10 gamma:0.1,0.6583034647550776
10,C:1.0 gamma:0.1,0.6786140979689367
8,C:10 gamma:1.0,0.16253101736972705
10,C:0.1 gamma:scale,0.6798088410991637
9,C:0.1 gamma:0.1,0.5906862745098039
10,C:0.1 gamma:auto,0.6583034647550776
10,C:1.0 gamma:0.001,0.6093189964157706
10,C:0.1 gamma:0.01,0.6272401433691757
10,C:10 gamma:0.0001,0.6033452807646356
9,C:1.0 gamma:0.0001,0.4215686274509804
10,C:0.1 gamma:0.1,0.5949820788530465
9,C:0.1 gamma:0.001,0.4227941176470588
9,C:0.01 gamma:auto,0.41299019607843135
9,C:0.01 gamma:scale,0.40808823529411764
9,C:0.01 gamma:0.01,0.4178921568627451
10,C:1.0 gamma:0.0001,0.5101553166069295
9,C:0.01 gamma:0.0001,0.10049019607843138
9,C:0.01 gamma:0.001,0.10049019607843138
9,C:0.1 gamma:0.0001,0.10049019607843138
9,C:0.01 gamma:0.1,0.32598039215686275
9,C:0.01 gamma:1.0,0.10049019607843138
9,C:0.1 gamma:1.0,0.1090686274509804
9,C:100 gamma:1.0,0.23529411764705882
9,C:10 gamma:1.0,0.23529411764705882
9,C:1.0 gamma:1.0,0.22303921568627452
10,C:0.1 gamma:0.001,0.5005973715651135
10,C:0.01 gamma:auto,0.4970131421744325
10,C:0.01 gamma:scale,0.4946236559139785
10,C:0.01 gamma:0.01,0.48148148148148145
10,C:0.1 gamma:0.0001,0.1111111111111111
10,C:0.01 gamma:0.0001,0.1111111111111111
10,C:0.01 gamma:0.1,0.36678614097968937
10,C:0.01 gamma:0.001,0.1111111111111111
10,C:0.01 gamma:1.0,0.1111111111111111
10,C:0.1 gamma:1.0,0.15173237753882915
10,C:1.0 gamma:1.0,0.2066905615292712
10,C:100 gamma:1.0,0.2114695340501792
10,C:10 gamma:1.0,0.2114695340501792
